,Age,EdLevel,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,ComputerSkills,Employed
52127,<35,Undergraduate,Man,No,Dev,14,11,Romania,90588.0,21,1
52128,<35,Master,Man,No,Dev,8,2,Spain,28794.0,6,0
52129,<35,NoHigherEd,Man,No,Dev,7,3,Spain,21636.0,9,1
52130,<35,NoHigherEd,Man,No,Dev,6,3,Netherlands,40956.0,19,1
52131,<35,Undergraduate,Man,No,Dev,15,7,India,56748.0,12,1
52132,>35,Master,Man,No,Dev,38,22,United States of America,175000.0,10,0
52133,>35,Master,Man,Yes,Dev,35,25,Austria,89581.0,32,1
52134,>35,Undergraduate,Man,No,Dev,21,19,Canada,140551.0,6,0
52135,<35,Other,Man,Yes,Dev,8,6,South Africa,94829.0,26,1
52136,<35,Master,Man,No,Dev,25,17,Russian Federation,90396.0,17,1
52137,<35,NoHigherEd,Man,Yes,Dev,7,6,Brazil,4740.0,9,1
52138,>35,Other,Man,Yes,Dev,20,11,United States of America,87500.0,22,0
52140,>35,Undergraduate,Man,No,Dev,38,28,United States of America,215000.0,9,0
52141,<35,Master,Man,No,Dev,10,6,Albania,26700.0,13,1
52142,<35,Other,Man,No,Dev,11,8,Netherlands,95979.0,14,1
52143,<35,Other,Man,No,Dev,4,4,Ukraine,7308.0,8,0
52144,>35,Undergraduate,Man,No,Dev,26,24,Germany,106644.0,13,0
52145,>35,Master,Man,No,Dev,34,21,Ireland,133305.0,19,0
52146,<35,NoHigherEd,Man,No,Dev,5,3,Hungary,57588.0,13,1
52147,>35,Master,Man,No,Dev,20,15,Poland,83256.0,6,1
52148,<35,Undergraduate,Man,Yes,Dev,15,6,United Kingdom of Great Britain and Northern Ireland,96742.0,25,1
52149,>35,Master,Man,No,Dev,22,16,Bulgaria,45804.0,7,0
52150,<35,Undergraduate,Man,No,Dev,16,10,United Kingdom of Great Britain and Northern Ireland,56538.0,10,1
52151,<35,Undergraduate,Man,No,Dev,9,0,Canada,60125.0,16,1
52152,>35,Master,Man,No,Dev,24,16,Sweden,73140.0,18,1
52153,>35,Master,Man,No,Dev,30,20,Czech Republic,46764.0,3,0
52154,>35,Master,Man,Yes,Dev,22,19,Uruguay,74640.0,13,1
52155,>35,Undergraduate,Man,No,Dev,27,22,Bosnia and Herzegovina,68736.0,24,1
52156,>35,Undergraduate,Man,No,Dev,24,8,United States of America,146000.0,20,1
52157,<35,Undergraduate,Man,No,Dev,15,8,Germany,90647.0,17,0
52158,<35,Other,Man,No,Dev,4,0,Romania,14496.0,11,1
52159,<35,Undergraduate,Man,No,Dev,4,1,India,5804.0,12,1
52160,>35,Other,Man,No,Dev,20,18,Sri Lanka,15000.0,8,0
52161,<35,Undergraduate,Man,No,Dev,1,1,Colombia,13284.0,15,1
52163,<35,Master,Man,No,Dev,12,8,Ukraine,408.0,32,1
52164,<35,Undergraduate,Man,No,Dev,12,8,Mexico,49380.0,22,1
52165,<35,NoHigherEd,Man,No,Dev,3,0,India,4643.0,4,0
52166,>35,Master,Man,Yes,Dev,23,20,Mexico,56199.0,18,1
52167,<35,Undergraduate,Man,No,Dev,5,2,Sri Lanka,2004.0,9,0
52168,<35,Other,Man,No,Dev,4,3,Colombia,13824.0,8,0
52169,>35,Undergraduate,Man,No,Dev,20,15,Republic of Moldova,6912.0,22,1
52170,<35,Undergraduate,Man,No,Dev,10,0,South Korea,21372.0,20,1
52171,>35,Master,Woman,No,Dev,3,2,Colombia,7548.0,6,0
52172,>35,Undergraduate,Man,No,Dev,20,12,India,64486.0,12,0
52173,>35,Other,Man,Yes,Dev,13,12,Brazil,41547.0,12,0
52174,<35,Undergraduate,Man,No,Dev,11,3,Germany,63986.0,4,1
52175,>35,Undergraduate,Man,No,Dev,28,20,United Kingdom of Great Britain and Northern Ireland,22620.0,8,0
52176,<35,Undergraduate,Man,No,Dev,9,7,Brazil,100000.0,12,0
52177,<35,Undergraduate,Man,No,Dev,4,4,Nigeria,5772.0,25,1
52178,<35,Undergraduate,Man,No,Dev,5,4,United States of America,12000.0,15,0
52180,>35,Undergraduate,Man,No,Dev,16,14,Canada,132743.0,12,1
52181,<35,Other,Man,No,Dev,9,7,Russian Federation,5195.0,12,0
52182,<35,Undergraduate,Man,No,Dev,10,7,Israel,118380.0,20,1
52183,<35,Undergraduate,Man,No,Dev,6,3,Israel,125544.0,9,0
52184,<35,NoHigherEd,Man,No,Dev,2,0,Sweden,43884.0,18,1
52185,<35,Undergraduate,Man,No,Dev,9,3,Lithuania,53322.0,7,0
52186,<35,Undergraduate,Man,No,Dev,11,8,Poland,44400.0,9,0
52187,>35,Other,Man,No,Dev,10,10,Canada,167881.0,17,1
52188,>35,Undergraduate,Man,No,Dev,16,14,Jordan,30468.0,17,1
52189,<35,Undergraduate,Man,No,Dev,6,2,United States of America,92000.0,18,1
52190,>35,Undergraduate,Man,No,Dev,25,23,Netherlands,57588.0,16,1
52191,>35,Undergraduate,Man,No,Dev,23,20,Brazil,37600.0,21,1
52192,<35,Other,Man,No,Dev,4,2,Turkey,34126.0,30,1
52193,>35,NoHigherEd,Man,No,Dev,13,13,South Africa,60696.0,14,0
52194,>35,Undergraduate,Man,No,Dev,20,12,Romania,43150.0,49,1
52195,<35,Undergraduate,Man,Yes,Dev,9,3,United States of America,191100.0,8,0
52196,>35,PhD,Man,No,Dev,26,10,United States of America,120000.0,14,1
52197,<35,Undergraduate,Man,No,Dev,10,4,India,32243.0,16,1
52198,>35,Master,Man,No,Dev,40,22,United States of America,127000.0,7,0
52199,<35,Master,Man,No,Dev,9,8,Ukraine,2472.0,15,1
52200,<35,Other,Man,Yes,Dev,16,7,Germany,70385.0,13,1
52201,<35,Undergraduate,Man,No,Dev,5,3,United States of America,57600.0,12,1
52202,>35,Undergraduate,Man,Yes,Dev,15,10,United States of America,140000.0,5,0
52203,<35,Undergraduate,Man,Yes,Dev,4,3,Canada,117126.0,16,1
52204,<35,Master,Man,No,Dev,11,6,France,44790.0,4,0
52205,<35,Undergraduate,Man,No,Dev,10,2,United States of America,93500.0,9,1
52206,<35,Undergraduate,Man,No,Dev,5,2,Nepal,60000.0,13,1
52207,<35,Undergraduate,Man,No,Dev,12,10,Switzerland,149958.0,7,0
52208,<35,Other,Man,Yes,Dev,11,5,Ecuador,12000.0,23,1
52209,>35,Master,Man,No,Dev,22,16,Canada,117126.0,9,0
52210,<35,Undergraduate,Man,No,Dev,4,1,India,2579.0,11,1
52211,<35,Undergraduate,Man,No,Dev,17,10,Colombia,42000.0,19,1
52212,<35,Undergraduate,Man,No,Dev,7,4,Uzbekistan,160800.0,4,0
52213,<35,Undergraduate,Man,No,Dev,10,4,Ukraine,38400.0,8,0
52215,<35,Undergraduate,Man,No,Dev,13,7,Turkey,80000.0,17,1
52216,<35,Undergraduate,Man,No,Dev,10,8,India,25214.0,26,1
52217,>35,Master,Man,No,Dev,27,24,Turkey,41340.0,16,1
52218,>35,Undergraduate,Man,Yes,Dev,24,15,United States of America,123000.0,9,0
52219,>35,PhD,Man,No,Dev,20,15,Canada,156168.0,9,0
52220,<35,Other,Man,No,Dev,9,5,United States of America,95000.0,12,1
52221,<35,Other,Man,No,Dev,8,7,United States of America,172000.0,10,0
52223,<35,Master,Woman,No,Dev,13,6,Ukraine,1344.0,7,0
52224,>35,Undergraduate,Man,No,Dev,20,15,Brazil,39888.0,17,1
52225,>35,Undergraduate,Woman,Yes,Dev,25,18,Norway,98520.0,14,1
52226,<35,Undergraduate,Man,No,Dev,11,3,Bulgaria,32712.0,4,0
52227,<35,Undergraduate,Man,No,Dev,6,5,Nepal,9672.0,21,1
52228,>35,Other,Man,Yes,Dev,30,20,Germany,85315.0,5,0
52229,<35,NoHigherEd,Man,No,Dev,10,3,Israel,4848.0,40,1
52230,>35,Undergraduate,Man,Yes,Dev,24,21,Israel,114792.0,11,1
52231,>35,Master,Man,No,Dev,8,5,Ukraine,50400.0,13,1
52232,<35,Master,Man,No,Dev,4,1,France,36899.0,7,1
52233,>35,Undergraduate,Man,No,Dev,38,25,Israel,29893.0,33,1
52234,>35,Master,Man,No,Dev,12,10,Sri Lanka,11664.0,6,0
52235,<35,Master,Man,No,Dev,13,6,Poland,44400.0,3,0
52236,>35,Master,Man,Yes,Dev,8,8,Ukraine,4056.0,18,1
52237,<35,Undergraduate,Man,No,Dev,3,3,Sudan,4812.0,10,0
52238,<35,Master,Man,Yes,Dev,9,4,Spain,95979.0,1,0
52239,<35,Master,Man,No,Dev,9,6,Russian Federation,66504.0,1,0
52240,<35,Master,Man,No,Dev,13,10,Sweden,73140.0,21,1
52241,<35,Undergraduate,Man,No,Dev,13,9,Kenya,53304.0,18,1
52242,<35,Undergraduate,Man,Yes,Dev,8,3,Poland,37644.0,8,0
52243,>35,Master,Man,No,Dev,7,4,Colombia,26268.0,8,0
52244,<35,Undergraduate,Man,No,Dev,3,1,Kenya,20604.0,6,0
52245,<35,Undergraduate,Man,Yes,Dev,8,3,United States of America,150000.0,10,1
52246,<35,Undergraduate,Man,No,Dev,15,11,Azerbaijan,74460.0,12,1
52247,<35,Master,Man,No,Dev,18,2,Germany,72518.0,9,0
52248,<35,Undergraduate,Man,No,Dev,18,10,Luxembourg,51189.0,12,0
52249,<35,Undergraduate,Man,No,Dev,8,2,Italy,51722.0,12,0
52251,>35,Undergraduate,Man,No,Dev,19,14,Netherlands,71451.0,3,0
52252,<35,Undergraduate,Man,No,Dev,3,2,India,2316.0,9,0
52253,>35,Master,Man,Yes,Dev,22,18,United States of America,160000.0,11,0
52254,>35,Undergraduate,Man,No,Dev,22,18,United States of America,191000.0,18,1
52255,<35,Undergraduate,Man,Yes,Dev,7,4,Singapore,43642.0,15,1
52256,<35,Undergraduate,Man,Yes,Dev,13,8,India,51852.0,22,1
52258,>35,Master,Man,No,Dev,19,15,Costa Rica,26808.0,36,1
52259,<35,Master,Man,No,Dev,7,1,France,38392.0,12,0
52260,<35,NoHigherEd,Woman,No,Dev,21,5,Germany,44790.0,48,1
52262,>35,Undergraduate,Man,No,Dev,20,15,Germany,101312.0,10,1
52263,>35,Master,Man,No,Dev,25,20,United States of America,140000.0,18,1
52264,>35,Undergraduate,Man,No,Dev,6,5,Germany,57588.0,15,1
52265,<35,Other,Man,No,Dev,11,8,Germany,61853.0,13,1
52266,<35,Other,Man,No,Dev,10,3,Poland,29412.0,7,0
52267,>35,Master,Man,Yes,Dev,13,6,France,74651.0,5,0
52268,<35,Undergraduate,Man,No,Dev,8,4,India,54168.0,8,0
52269,>35,NoHigherEd,Man,Yes,Dev,21,16,Switzerland,124103.0,27,1
52270,<35,NoHigherEd,Man,No,Dev,10,9,Brazil,49860.0,21,1
52271,>35,Undergraduate,Man,No,Dev,35,32,United States of America,205000.0,7,0
52272,>35,Master,Man,Yes,Dev,24,17,Russian Federation,33600.0,19,1
52273,<35,NoHigherEd,Man,Yes,Dev,20,14,United States of America,3330.0,14,1
52274,>35,Undergraduate,Man,No,Dev,23,11,United States of America,223000.0,11,1
52275,<35,Other,Man,No,Dev,2,3,Israel,96852.0,19,1
52276,>35,Master,Man,No,Dev,27,16,Germany,126906.0,10,0
52277,<35,Master,NonBinary,No,Dev,12,8,Argentina,30300.0,18,1
52278,<35,Master,Man,Yes,Dev,15,6,India,23215.0,19,0
52279,<35,Master,Man,No,Dev,7,5,Russian Federation,54240.0,13,1
52280,<35,Undergraduate,Man,No,Dev,4,0,Egypt,5220.0,9,1
52281,>35,Undergraduate,Man,Yes,Dev,16,14,United States of America,155000.0,19,0
52282,<35,Undergraduate,Man,Yes,Dev,13,9,United States of America,125000.0,11,1
52283,<35,Undergraduate,Woman,No,Dev,13,9,Switzerland,125034.0,6,0
52284,>35,Master,Man,No,Dev,26,18,France,138637.0,32,1
52286,>35,Master,Man,No,Dev,20,18,Georgia,66000.0,15,0
52287,<35,Undergraduate,Man,No,Dev,4,3,United Kingdom of Great Britain and Northern Ireland,75384.0,17,1
52288,>35,Other,Man,No,Dev,25,20,Colombia,9060.0,16,1
52289,<35,Undergraduate,Man,No,Dev,14,6,United States of America,115000.0,3,0
52290,<35,Undergraduate,Man,No,Dev,7,5,Canada,49193.0,6,0
52291,<35,Undergraduate,Man,No,Dev,10,1,India,28374.0,7,0
52292,<35,NoHigherEd,Man,No,Dev,11,3,Estonia,42228.0,16,1
52293,>35,Undergraduate,Man,No,Dev,22,18,United States of America,94500.0,2,0
52294,<35,Master,Man,No,Dev,17,11,Portugal,63986.0,21,1
52295,>35,Undergraduate,Man,No,Dev,33,22,Russian Federation,22860.0,7,0
52296,<35,Master,Man,No,Dev,12,7,Croatia,30600.0,13,1
52297,<35,NoHigherEd,Man,No,Dev,2,0,Israel,64572.0,8,0
52298,>35,PhD,Man,No,Dev,30,27,Netherlands,106644.0,1,0
52299,<35,Other,Man,No,Dev,15,10,Germany,56304.0,7,1
52300,<35,Master,Man,No,Dev,16,4,Germany,48624.0,10,0
52301,<35,Undergraduate,Woman,Yes,Dev,3,2,Netherlands,47990.0,26,1
52302,>35,Master,Man,Yes,Dev,23,18,France,127972.0,10,0
52303,>35,Undergraduate,Man,No,Dev,24,1,United States of America,110000.0,11,0
52304,>35,Other,Man,Yes,Dev,20,14,Canada,195210.0,19,1
52305,<35,NoHigherEd,Man,No,Dev,5,1,Germany,24312.0,43,1
52306,<35,Master,Man,No,Dev,10,2,United Kingdom of Great Britain and Northern Ireland,163331.0,6,0
52307,<35,Other,Man,Yes,Dev,13,7,Dominican Republic,84000.0,35,1
52308,<35,Undergraduate,Man,No,Dev,3,2,Egypt,240.0,17,0
52309,<35,Undergraduate,Man,No,Dev,8,1,Egypt,3912.0,10,1
52310,<35,Master,Man,Yes,Dev,9,4,France,44790.0,10,1
52311,<35,Undergraduate,Man,No,Dev,7,2,India,13800.0,25,1
52313,>35,Other,Man,Yes,Dev,25,15,Czech Republic,44172.0,14,0
52314,<35,Undergraduate,Man,No,Dev,6,0,Morocco,7224.0,20,1
52315,<35,Undergraduate,Man,No,Dev,11,6,Portugal,63984.0,18,1
52316,<35,Master,Man,Yes,Dev,5,5,India,65776.0,4,0
52317,<35,Other,Man,No,Dev,5,2,United Kingdom of Great Britain and Northern Ireland,125639.0,16,1
52318,<35,Undergraduate,Man,No,Dev,6,4,Chile,57828.0,16,1
52320,>35,PhD,Man,Yes,Dev,7,7,Israel,149464.0,18,0
52321,<35,Master,Man,No,Dev,15,8,Norway,134817.0,11,1
52323,>35,Other,Man,No,Dev,20,15,Russian Federation,51948.0,24,1
52324,<35,Master,Man,No,Dev,11,7,"Iran, Islamic Republic of...",99288.0,34,1
52325,>35,Undergraduate,Man,No,Dev,26,22,United States of America,200000.0,8,0
52326,>35,Undergraduate,Man,No,Dev,41,37,Cyprus,95979.0,3,0
52327,>35,Undergraduate,Man,Yes,Dev,34,28,United States of America,150000.0,16,1
52328,<35,Undergraduate,Man,No,Dev,15,18,United States of America,187000.0,11,0
52329,<35,Undergraduate,Man,No,Dev,11,6,"Venezuela, Bolivarian Republic of...",6000.0,10,0
52330,>35,Master,Man,No,Dev,30,20,Brazil,24924.0,5,0
52331,<35,Other,Man,No,Dev,10,2,Germany,23484.0,7,0
52332,>35,Undergraduate,Man,No,Dev,30,18,Romania,51189.0,5,0
52333,<35,Master,Man,No,Dev,7,2,Denmark,75912.0,4,0
52334,<35,Undergraduate,Man,No,Dev,6,2,India,19346.0,13,1
52335,<35,Undergraduate,Man,Yes,Dev,7,1,Portugal,62712.0,20,1
52336,<35,Undergraduate,Man,No,Dev,8,4,United Arab Emirates,81705.0,4,0
52338,>35,Undergraduate,Man,No,Dev,25,25,"Iran, Islamic Republic of...",141828.0,15,1
52339,<35,Undergraduate,Man,No,Dev,5,4,Egypt,47990.0,12,1
52341,<35,Undergraduate,Man,Yes,Dev,5,3,Finland,48624.0,9,1
52342,<35,Other,Man,No,Dev,7,1,Spain,21329.0,7,1
52343,>35,Master,Man,No,Dev,11,8,Croatia,56112.0,10,0
52345,<35,Master,Man,No,Dev,7,4,United States of America,120000.0,7,0
52346,>35,Master,Man,Yes,Dev,29,16,Spain,74651.0,5,0
52347,>35,Undergraduate,Man,No,Dev,25,15,Romania,30708.0,8,0
52348,<35,Master,Man,No,Dev,7,1,United Kingdom of Great Britain and Northern Ireland,84178.0,10,0
52349,<35,Master,Man,Yes,Dev,2,7,United Kingdom of Great Britain and Northern Ireland,138203.0,10,1
52350,>35,Master,NonBinary,No,Dev,26,23,United Kingdom of Great Britain and Northern Ireland,175895.0,14,0
52351,<35,NoHigherEd,Man,No,Dev,7,3,United States of America,24000.0,22,1
52352,>35,Undergraduate,Man,No,Dev,16,12,Germany,106644.0,9,0
52353,<35,Master,Man,No,Dev,15,12,Albania,21360.0,11,1
52354,<35,Undergraduate,Man,No,Dev,4,1,Bangladesh,8184.0,19,1
52355,<35,Undergraduate,Man,No,Dev,5,1,Bulgaria,20988.0,7,0
52357,<35,Undergraduate,Man,No,Dev,6,4,United States of America,130000.0,7,0
52358,>35,Undergraduate,Man,No,Dev,17,13,United States of America,131000.0,16,1
52359,<35,Undergraduate,NonBinary,No,Dev,10,5,Mexico,52000.0,29,1
52360,>35,Undergraduate,Man,No,Dev,40,38,United Kingdom of Great Britain and Northern Ireland,75384.0,12,1
52361,>35,Undergraduate,Man,Yes,Dev,20,12,United States of America,120000.0,22,1
52362,<35,Undergraduate,Woman,Yes,Dev,11,7,Australia,89879.0,3,0
52363,<35,Undergraduate,Man,Yes,Dev,13,9,Canada,76991.0,18,1
52364,<35,Undergraduate,Man,No,Dev,13,8,Brazil,62320.0,14,1
52365,<35,Undergraduate,Man,No,Dev,5,3,United States of America,150000.0,16,0
52366,<35,Undergraduate,Man,Yes,Dev,5,4,Georgia,70656.0,8,1
52367,>35,Undergraduate,Man,No,Dev,35,32,United States of America,120000.0,7,1
52368,>35,Undergraduate,Man,Yes,Dev,12,12,United States of America,150000.0,22,1
52369,<35,Master,Man,No,Dev,14,4,United Kingdom of Great Britain and Northern Ireland,87950.0,9,0
52370,<35,Undergraduate,Man,No,Dev,8,8,Brazil,44868.0,13,1
52371,>35,Other,Man,Yes,Dev,34,19,Germany,106644.0,13,0
52372,>35,Undergraduate,NonBinary,Yes,Dev,33,22,Turkey,45096.0,4,0
52373,>35,NoHigherEd,Man,No,Dev,25,21,Australia,113234.0,30,1
52374,>35,Other,Man,No,Dev,39,26,Italy,69318.0,8,0
52375,>35,Master,Man,No,Dev,20,8,Greece,25596.0,3,0
52376,>35,Undergraduate,Man,No,Dev,30,32,Chile,200000.0,27,1
52377,>35,Undergraduate,Man,No,Dev,23,15,Sweden,67042.0,11,1
52378,>35,Undergraduate,Man,Yes,Dev,20,11,Germany,52788.0,11,0
52380,>35,Undergraduate,Man,No,Dev,34,22,United Kingdom of Great Britain and Northern Ireland,63448.0,12,1
52381,>35,Undergraduate,Man,No,Dev,34,24,Germany,85315.0,14,1
52382,<35,Undergraduate,Man,Yes,Dev,18,13,Brazil,49856.0,13,1
52383,<35,Undergraduate,Man,Yes,Dev,9,5,United States of America,115000.0,19,1
52384,>35,Undergraduate,Woman,No,Dev,8,5,United States of America,137000.0,9,0
52385,<35,Master,Man,No,Dev,2,0,United States of America,105000.0,9,0
52386,>35,Undergraduate,Man,No,Dev,10,7,Palestine,37200.0,13,1
52387,<35,NoHigherEd,Man,No,Dev,11,9,Czech Republic,51964.0,11,1
52388,>35,Undergraduate,Man,No,Dev,38,23,Canada,70276.0,22,1
52389,<35,Undergraduate,Man,Yes,Dev,12,2,Sweden,25596.0,7,0
52390,<35,Master,Man,Yes,Dev,10,6,Germany,40956.0,7,0
52391,>35,PhD,Man,No,Dev,17,12,France,53322.0,4,0
52392,>35,Master,Man,No,Dev,22,13,Switzerland,155129.0,7,0
52393,>35,Master,Man,No,Dev,30,24,Netherlands,63984.0,12,1
52394,<35,Undergraduate,Man,No,Dev,10,6,United States of America,180000.0,13,0
52395,<35,Undergraduate,Man,No,Dev,15,8,Slovenia,102378.0,17,0
52396,>35,Other,Man,No,Dev,5,3,United States of America,86000.0,20,0
52397,<35,Master,Man,Yes,Dev,10,5,France,44790.0,19,1
52398,<35,Undergraduate,Man,Yes,Dev,13,7,Brazil,200000.0,20,1
52399,<35,NoHigherEd,Man,No,Dev,20,12,Hungary,60252.0,26,1
52400,<35,NoHigherEd,Man,No,Dev,15,11,United States of America,183000.0,34,1
52401,<35,Undergraduate,Man,No,Dev,9,5,Kenya,72108.0,4,0
52402,<35,Other,Man,No,Dev,15,13,New Zealand,106150.0,15,0
52403,>35,NoHigherEd,Man,Yes,Dev,12,10,Germany,38392.0,13,1
52404,<35,Master,Man,No,Dev,12,7,Germany,69318.0,17,1
52405,<35,Undergraduate,Man,No,Dev,4,0,Lithuania,17916.0,15,1
52406,<35,Undergraduate,Man,No,Dev,12,8,Brazil,29916.0,17,1
52407,>35,Other,Man,Yes,Dev,20,15,United States of America,150000.0,13,0
52408,<35,Master,Man,No,Dev,8,5,Italy,23040.0,31,1
52409,<35,Undergraduate,Man,No,Dev,6,4,United States of America,75000.0,7,0
52411,<35,Other,Man,Yes,Dev,5,1,Canada,140000.0,16,1
52412,<35,Undergraduate,Man,Yes,Dev,15,12,Poland,74928.0,22,1
52413,>35,Undergraduate,Man,No,Dev,15,12,Brazil,18696.0,16,1
52414,<35,Undergraduate,Man,Yes,Dev,3,2,Nigeria,75036.0,12,1
52415,>35,Undergraduate,Man,No,Dev,10,9,Greece,53322.0,15,1
52416,<35,Master,Man,No,Dev,8,6,Ireland,79983.0,14,1
52417,>35,Undergraduate,Man,No,Dev,22,18,United States of America,200000.0,13,1
52418,>35,Master,Man,No,Dev,18,14,United Kingdom of Great Britain and Northern Ireland,129409.0,16,0
52420,<35,Master,Man,No,Dev,6,6,Norway,41482.0,2,0
52421,<35,Undergraduate,Man,No,Dev,3,6,Turkey,3984.0,12,0
52422,<35,Master,Man,No,Dev,12,5,Paraguay,12000.0,14,1
52423,<35,Undergraduate,Man,No,Dev,10,2,Netherlands,34548.0,10,0
52424,>35,Other,Man,Yes,Dev,25,18,United Kingdom of Great Britain and Northern Ireland,67845.0,20,1
52425,>35,Master,Man,No,Dev,46,42,United States of America,184000.0,16,0
52426,>35,PhD,Man,No,Dev,33,26,Iraq,12336.0,3,0
52427,<35,Undergraduate,NonBinary,Yes,Dev,10,5,United States of America,100000.0,20,1
52428,>35,Undergraduate,Man,No,Dev,19,15,Jordan,67704.0,19,1
52430,>35,Undergraduate,Man,No,Dev,13,9,Israel,125544.0,11,0
52431,>35,NoHigherEd,Man,No,Dev,25,19,Canada,46850.0,15,1
52432,<35,Undergraduate,Man,No,Dev,16,10,United States of America,176000.0,15,1
52433,>35,Undergraduate,Man,Yes,Dev,24,17,Brazil,37392.0,32,1
52434,>35,Undergraduate,Man,No,Dev,25,20,Canada,131181.0,16,1
52435,<35,Master,Man,No,Dev,13,8,United States of America,175000.0,14,0
52436,<35,NoHigherEd,Man,Yes,Dev,4,3,United Arab Emirates,9804.0,9,0
52437,<35,Master,Man,No,Dev,6,5,Pakistan,17952.0,26,1
52438,>35,Undergraduate,Man,No,Dev,18,15,Spain,37325.0,2,0
52439,<35,Undergraduate,Man,No,Dev,5,2,Belgium,41664.0,19,1
52440,<35,Undergraduate,Man,No,Dev,10,1,Netherlands,40956.0,13,0
52441,<35,Undergraduate,Man,No,Dev,12,9,Egypt,32616.0,6,0
52442,<35,Master,Man,No,Dev,18,14,Russian Federation,98712.0,5,0
52443,<35,Master,Man,No,Dev,6,5,Canada,77303.0,5,0
52444,<35,Undergraduate,Man,No,Dev,7,2,Germany,52255.0,13,1
52445,>35,Undergraduate,Man,No,Dev,14,12,New Zealand,107000.0,27,1
52446,>35,Other,Man,No,Dev,14,14,United States of America,200000.0,14,1
52447,<35,Master,Man,No,Dev,8,4,Austria,68252.0,2,0
52448,<35,Undergraduate,Man,Yes,Dev,10,6,Spain,63986.0,12,0
52449,>35,Master,Man,No,Dev,25,17,Australia,86341.0,22,1
52450,>35,NoHigherEd,Man,No,Dev,35,24,Portugal,138637.0,9,0
52452,<35,Master,Man,No,Dev,10,10,Argentina,120000.0,52,1
52453,<35,Undergraduate,Man,No,Dev,8,2,Mexico,14953.0,16,0
52454,<35,NoHigherEd,Man,Yes,Dev,10,5,Netherlands,27516.0,13,1
52455,<35,PhD,Man,No,Dev,5,2,Spain,34126.0,10,0
52456,<35,Master,Man,No,Dev,14,11,Ukraine,69000.0,14,1
52457,>35,Other,Man,No,Dev,2,1,United Kingdom of Great Britain and Northern Ireland,40205.0,11,1
52460,>35,Undergraduate,Man,No,Dev,8,8,Pakistan,900.0,8,1
52461,<35,Undergraduate,Man,No,Dev,6,3,United States of America,72000.0,26,1
52462,<35,Master,Man,No,Dev,18,18,United States of America,210000.0,11,0
52463,<35,Undergraduate,Man,No,Dev,6,3,Canada,66372.0,34,1
52464,>35,Master,Woman,Yes,Dev,20,13,Russian Federation,62340.0,12,1
52465,<35,Master,Man,No,Dev,7,1,Ukraine,15600.0,12,1
52466,>35,PhD,Man,No,Dev,16,8,United Kingdom of Great Britain and Northern Ireland,59302.0,12,1
52467,<35,Undergraduate,Man,No,Dev,6,2,Turkey,10524.0,8,0
52468,<35,Undergraduate,Man,Yes,Dev,6,5,United States of America,160000.0,8,0
52469,<35,Master,Man,No,Dev,2,1,Australia,139129.0,10,0
52470,>35,Undergraduate,Man,No,Dev,35,35,United States of America,133000.0,11,1
52471,<35,Undergraduate,Man,No,Dev,10,5,Australia,70771.0,7,0
52473,<35,Undergraduate,Man,No,Dev,4,1,Dominican Republic,6516.0,3,0
52474,<35,Undergraduate,Man,No,Dev,10,3,United States of America,75000.0,27,1
52475,>35,Other,Man,No,Dev,24,20,Canada,117126.0,12,1
52476,<35,Undergraduate,Man,No,Dev,9,0,India,116076.0,22,1
52477,<35,Undergraduate,Man,No,Dev,5,1,United States of America,100000.0,15,1
52478,>35,Undergraduate,Man,Yes,Dev,20,8,United States of America,135000.0,18,1
52479,<35,NoHigherEd,Man,No,Dev,2,0,India,3096.0,15,1
52480,<35,Undergraduate,Man,No,Dev,8,4,Brazil,24924.0,11,1
52481,>35,Undergraduate,Man,Yes,Dev,15,8,United States of America,150000.0,6,0
52483,<35,Undergraduate,Man,No,Dev,8,7,United States of America,160000.0,28,1
52484,<35,Undergraduate,Man,No,Dev,10,4,Canada,81988.0,17,1
52485,>35,Undergraduate,Man,No,Dev,40,28,Nomadic,83633.0,8,1
52486,<35,Undergraduate,Man,No,Dev,15,5,Brazil,15708.0,19,1
52487,<35,Undergraduate,Man,No,Dev,8,3,Switzerland,155129.0,10,1
52488,<35,Undergraduate,Man,No,Dev,14,11,Egypt,19570.0,33,1
52489,<35,Other,Man,No,Dev,5,0,Colombia,4524.0,4,0
52490,<35,Undergraduate,Man,No,Dev,14,10,Egypt,24792.0,11,1
52491,<35,Undergraduate,Man,No,Dev,8,4,Mexico,48168.0,5,0
52492,<35,Undergraduate,Man,No,Dev,10,6,United States of America,161000.0,18,1
52493,<35,Other,Man,Yes,Dev,5,4,Mexico,28908.0,10,0
52494,>35,Master,Man,No,Dev,40,30,United States of America,140000.0,6,0
52495,<35,Master,Man,No,Dev,4,4,United States of America,90000.0,8,1
52497,<35,NoHigherEd,Man,No,Dev,7,3,Brazil,12396.0,12,0
52498,>35,Other,Man,Yes,Dev,35,11,United States of America,220000.0,9,0
52499,>35,Undergraduate,Man,No,Dev,35,25,United States of America,170000.0,9,0
52501,>35,Master,Man,No,Dev,16,10,Malaysia,49224.0,8,0
52502,<35,Undergraduate,Man,No,Dev,8,8,India,38692.0,16,1
52503,<35,Master,Man,No,Dev,50,20,India,64500.0,4,0
52504,<35,Other,Man,Yes,Dev,6,5,United States of America,100035.0,17,1
